Accuracy;Parameter;TestFehle;dauer;name;seed
0.6297586334378975;hidden_layer_sizes =(6, 12, 6) activation = logistic solver = adam alpha =1e-06 learning_rate=constant momentum = 0.9;0.3702413665621025;1.2343695163726807;MLPClassifier;10
0.6066350337366277;hidden_layer_sizes =(7, 14, 7) activation = relu solver = sgd alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.39336496626337225;0.9450528621673584;MLPClassifier;10
0.6114894026686667;hidden_layer_sizes =(7, 14, 7) activation = relu solver = sgd alpha =1e-06 learning_rate=constant momentum = 0.9;0.3885105973313333;0.9486191272735596;MLPClassifier;10
0.6297586334378975;hidden_layer_sizes =(7, 14, 7) activation = logistic solver = sgd alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.3702413665621025;0.6321587562561035;MLPClassifier;10
0.6297586334378975;hidden_layer_sizes =(7, 14, 7) activation = logistic solver = sgd alpha =1e-06 learning_rate=constant momentum = 0.9;0.3702413665621025;0.5060923099517822;MLPClassifier;10
0.641681949646653;hidden_layer_sizes =(7, 14, 7) activation = relu solver = lbfgs alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.35831805035334696;0.38033604621887207;MLPClassifier;10
0.6570959876195394;hidden_layer_sizes =(7, 14, 7) activation = relu solver = lbfgs alpha =1e-06 learning_rate=constant momentum = 0.9;0.34290401238046064;0.3940420150756836;MLPClassifier;10
0.6482380668603449;hidden_layer_sizes =(7, 14, 7) activation = logistic solver = lbfgs alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.3517619331396551;0.7001423835754395;MLPClassifier;10
0.645415893895955;hidden_layer_sizes =(7, 14, 7) activation = logistic solver = lbfgs alpha =1e-06 learning_rate=constant momentum = 0.9;0.354584106104045;0.49378108978271484;MLPClassifier;10
0.6618409642650449;hidden_layer_sizes =(7, 14, 7) activation = relu solver = adam alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.3381590357349551;1.0820488929748535;MLPClassifier;10
0.691247855713813;hidden_layer_sizes =(7, 14, 7) activation = relu solver = adam alpha =1e-06 learning_rate=constant momentum = 0.9;0.308752144286187;1.0929832458496094;MLPClassifier;10
0.6297586334378975;hidden_layer_sizes =(7, 14, 7) activation = logistic solver = adam alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.3702413665621025;1.1640644073486328;MLPClassifier;10
0.6366594520177566;hidden_layer_sizes =(7, 14, 7) activation = logistic solver = adam alpha =1e-06 learning_rate=constant momentum = 0.9;0.36334054798224336;1.1747703552246094;MLPClassifier;10
0.6066255153661728;hidden_layer_sizes =(8, 16, 8) activation = relu solver = sgd alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.3933744846338272;0.9575483798980713;MLPClassifier;10
0.6124509411302052;hidden_layer_sizes =(8, 16, 8) activation = relu solver = sgd alpha =1e-06 learning_rate=constant momentum = 0.9;0.38754905886979485;0.9670593738555908;MLPClassifier;10
0.6297586334378975;hidden_layer_sizes =(8, 16, 8) activation = logistic solver = sgd alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.3702413665621025;0.6053953170776367;MLPClassifier;10
0.6297586334378975;hidden_layer_sizes =(8, 16, 8) activation = logistic solver = sgd alpha =1e-06 learning_rate=constant momentum = 0.9;0.3702413665621025;0.5559570789337158;MLPClassifier;10
0.6957774779013575;hidden_layer_sizes =(8, 16, 8) activation = relu solver = lbfgs alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.30422252209864253;0.3865621089935303;MLPClassifier;10
0.6443503855417545;hidden_layer_sizes =(8, 16, 8) activation = relu solver = lbfgs alpha =1e-06 learning_rate=constant momentum = 0.9;0.3556496144582455;0.40382885932922363;MLPClassifier;10
0.6424377422170608;hidden_layer_sizes =(8, 16, 8) activation = logistic solver = lbfgs alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.35756225778293915;0.5176432132720947;MLPClassifier;10
0.6610359987529556;hidden_layer_sizes =(8, 16, 8) activation = logistic solver = lbfgs alpha =1e-06 learning_rate=constant momentum = 0.9;0.3389640012470444;0.5284552574157715;MLPClassifier;10
0.6445905201274803;hidden_layer_sizes =(8, 16, 8) activation = relu solver = adam alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.3554094798725197;1.0793886184692383;MLPClassifier;10
0.6689535453648506;hidden_layer_sizes =(8, 16, 8) activation = relu solver = adam alpha =1e-06 learning_rate=constant momentum = 0.9;0.33104645463514937;1.0808584690093994;MLPClassifier;10
0.6086531537640221;hidden_layer_sizes =(8, 16, 8) activation = logistic solver = adam alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.39134684623597793;1.1951963901519775;MLPClassifier;10
0.6007668416264126;hidden_layer_sizes =(8, 16, 8) activation = logistic solver = adam alpha =1e-06 learning_rate=constant momentum = 0.9;0.3992331583735874;1.179664134979248;MLPClassifier;10
0.6307390255947602;hidden_layer_sizes =(9, 18, 9) activation = relu solver = sgd alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.36926097440523975;0.9934821128845215;MLPClassifier;10
0.6201059075230356;hidden_layer_sizes =(9, 18, 9) activation = relu solver = sgd alpha =1e-06 learning_rate=constant momentum = 0.9;0.3798940924769644;1.0095467567443848;MLPClassifier;10
0.6297586334378975;hidden_layer_sizes =(9, 18, 9) activation = logistic solver = sgd alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.3702413665621025;0.615403413772583;MLPClassifier;10
0.6297586334378975;hidden_layer_sizes =(9, 18, 9) activation = logistic solver = sgd alpha =1e-06 learning_rate=constant momentum = 0.9;0.3702413665621025;0.5501110553741455;MLPClassifier;10
0.6395251686088599;hidden_layer_sizes =(9, 18, 9) activation = relu solver = lbfgs alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.3604748313911401;0.4323418140411377;MLPClassifier;10
0.6979869548451477;hidden_layer_sizes =(9, 18, 9) activation = relu solver = lbfgs alpha =1e-06 learning_rate=constant momentum = 0.9;0.3020130451548523;0.4556412696838379;MLPClassifier;10
0.658051602301472;hidden_layer_sizes =(9, 18, 9) activation = logistic solver = lbfgs alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.34194839769852803;0.5799322128295898;MLPClassifier;10
0.670428638113253;hidden_layer_sizes =(9, 18, 9) activation = logistic solver = lbfgs alpha =1e-06 learning_rate=constant momentum = 0.9;0.32957136188674696;0.7053039073944092;MLPClassifier;10
0.6596681468422461;hidden_layer_sizes =(9, 18, 9) activation = relu solver = adam alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.34033185315775394;1.1219110488891602;MLPClassifier;10
0.6358374844888762;hidden_layer_sizes =(9, 18, 9) activation = relu solver = adam alpha =1e-06 learning_rate=constant momentum = 0.9;0.3641625155111238;1.2385799884796143;MLPClassifier;10
0.6366689703882116;hidden_layer_sizes =(9, 18, 9) activation = logistic solver = adam alpha =1e-06 learning_rate=adaptive momentum = 0.9;0.3633310296117884;1.2700300216674805;MLPClassifier;10
0.6084922142488627;hidden_layer_sizes =(9, 18, 9) activation = logistic solver = adam alpha =1e-06 learning_rate=constant momentum = 0.9;0.3915077857511373;1.237032175064087;MLPClassifier;10
0.6114894026686667;C =1.0  kenel =poly  gamma =auto  coef0 =0.0   random_state :1  max_iter :-1 degree = 1;0.3885105973313333;0.08324289321899414;SVC;10
0.6114894026686667;C =1.0  kenel =poly  gamma =auto  coef0 =0.0   random_state :1  max_iter :-1 degree = 1;0.3885105973313333;0.08170604705810547;SVC;10
0.6076059075230356;C =1.0  kenel =rbf  gamma =auto  coef0 =0.0   random_state :1  max_iter :-1 degree = 1;0.39239409247696444;0.10807585716247559;SVC;10
0.6076059075230356;C =1.0  kenel =rbf  gamma =auto  coef0 =0.0   random_state :2  max_iter :-1 degree = 1;0.39239409247696444;0.10836243629455566;SVC;10
0.6076059075230356;C =1.0  kenel =rbf  gamma =auto  coef0 =0.0   random_state :3  max_iter :-1 degree = 1;0.39239409247696444;0.10834264755249023;SVC;10
0.6076059075230356;C =1.0  kenel =rbf  gamma =auto  coef0 =0.0   random_state :4  max_iter :-1 degree = 1;0.39239409247696444;0.10987448692321777;SVC;10
0.6076059075230356;C =1.0  kenel =rbf  gamma =auto  coef0 =0.0   random_state :1  max_iter :-1 degree = 2;0.39239409247696444;0.11030197143554688;SVC;10
0.6076059075230356;C =1.0  kenel =rbf  gamma =auto  coef0 =0.0   random_state :2  max_iter :-1 degree = 2;0.39239409247696444;0.11038494110107422;SVC;10
0.6076059075230356;C =1.0  kenel =rbf  gamma =auto  coef0 =0.0   random_state :3  max_iter :-1 degree = 2;0.39239409247696444;0.11005425453186035;SVC;10
0.6076059075230356;C =1.0  kenel =rbf  gamma =auto  coef0 =0.0   random_state :4  max_iter :-1 degree = 2;0.39239409247696444;0.11434602737426758;SVC;10
0.6076059075230356;C =1.0  kenel =rbf  gamma =auto  coef0 =0.0   random_state :1  max_iter :-1 degree = 3;0.39239409247696444;0.11120915412902832;SVC;10
0.6076059075230356;C =1.0  kenel =rbf  gamma =auto  coef0 =0.0   random_state :2  max_iter :-1 degree = 3;0.39239409247696444;0.10951113700866699;SVC;10
0.6076059075230356;C =1.0  kenel =rbf  gamma =auto  coef0 =0.0   random_state :3  max_iter :-1 degree = 3;0.39239409247696444;0.11084127426147461;SVC;10
0.6076059075230356;C =1.0  kenel =rbf  gamma =auto  coef0 =0.0   random_state :4  max_iter :-1 degree = 3;0.39239409247696444;0.11203193664550781;SVC;10
0.6114894026686667;C =1.0  kenel =sigmoid  gamma =auto  coef0 =0.0   random_state :1  max_iter :-1 degree = 1;0.3885105973313333;0.11366081237792969;SVC;10
0.6114894026686667;C =1.0  kenel =sigmoid  gamma =auto  coef0 =0.0   random_state :2  max_iter :-1 degree = 1;0.3885105973313333;0.1116647720336914;SVC;10
0.6114894026686667;C =1.0  kenel =sigmoid  gamma =auto  coef0 =0.0   random_state :3  max_iter :-1 degree = 1;0.3885105973313333;0.1119377613067627;SVC;10
0.6114894026686667;C =1.0  kenel =sigmoid  gamma =auto  coef0 =0.0   random_state :4  max_iter :-1 degree = 1;0.3885105973313333;0.11138701438903809;SVC;10
0.6114894026686667;C =1.0  kenel =sigmoid  gamma =auto  coef0 =0.0   random_state :1  max_iter :-1 degree = 2;0.3885105973313333;0.11498093605041504;SVC;10
0.6114894026686667;C =1.0  kenel =sigmoid  gamma =auto  coef0 =0.0   random_state :2  max_iter :-1 degree = 2;0.3885105973313333;0.1129598617553711;SVC;10
0.6114894026686667;C =1.0  kenel =sigmoid  gamma =auto  coef0 =0.0   random_state :3  max_iter :-1 degree = 2;0.3885105973313333;0.1108710765838623;SVC;10
0.6114894026686667;C =1.0  kenel =sigmoid  gamma =auto  coef0 =0.0   random_state :4  max_iter :-1 degree = 2;0.3885105973313333;0.11207699775695801;SVC;10
0.6114894026686667;C =1.0  kenel =sigmoid  gamma =auto  coef0 =0.0   random_state :1  max_iter :-1 degree = 3;0.3885105973313333;0.11113882064819336;SVC;10
0.6114894026686667;C =1.0  kenel =sigmoid  gamma =auto  coef0 =0.0   random_state :2  max_iter :-1 degree = 3;0.3885105973313333;0.11037111282348633;SVC;10
0.6114894026686667;C =1.0  kenel =sigmoid  gamma =auto  coef0 =0.0   random_state :3  max_iter :-1 degree = 3;0.3885105973313333;0.11259818077087402;SVC;10
0.6114894026686667;C =1.0  kenel =sigmoid  gamma =auto  coef0 =0.0   random_state :4  max_iter :-1 degree = 3;0.3885105973313333;0.11579155921936035;SVC;10
0.6891686170306461; n_neighbors =10,weights =uniform,n_jobs =-1,algorithm =auto;0.31083138296935386;0.0028839111328125;KNeighborsClassification;10
0.6900880762301564; n_neighbors =10,weights =distance,n_jobs =-1,algorithm =auto;0.30991192376984356;0.0023658275604248047;KNeighborsClassification;10
0.6853555705599879; n_neighbors =11,weights =uniform,n_jobs =-1,algorithm =auto;0.31464442944001214;0.0024285316467285156;KNeighborsClassification;10
0.6872033228981432; n_neighbors =11,weights =distance,n_jobs =-1,algorithm =auto;0.31279667710185677;0.002328157424926758;KNeighborsClassification;10
0.6374925641046864;criterion =entropy ,splitter =random,max_depth =9;0.36250743589531365;0.005988359451293945;DecisionTreeClassifier;10
0.5716296850915579;criterion =entropy ,splitter =best,max_depth =9;0.42837031490844213;0.14857983589172363;DecisionTreeClassifier;10
0.6465433406318117;criterion =gini ,splitter =random,max_depth =9;0.35345665936818826;0.0048406124114990234;DecisionTreeClassifier;10
0.6235929232772652;criterion =gini ,splitter =best,max_depth =9;0.37640707672273477;0.05435609817504883;DecisionTreeClassifier;10
0.6020621915681881;criterion =entropy ,splitter =random,max_depth =15;0.3979378084318119;0.011264801025390625;DecisionTreeClassifier;10
0.5872779789687519;criterion =entropy ,splitter =best,max_depth =15;0.4127220210312481;0.15517807006835938;DecisionTreeClassifier;10
0.6305873259024254;criterion =gini ,splitter =random,max_depth =15;0.3694126740975746;0.004883527755737305;DecisionTreeClassifier;10
0.6332263843074435;criterion =gini ,splitter =best,max_depth =15;0.3667736156925565;0.05518031120300293;DecisionTreeClassifier;10
0.6443183790926075;criterion =entropy ,splitter =random,max_depth =20;0.3556816209073925;0.005575656890869141;DecisionTreeClassifier;10
0.5873157765557762;criterion =entropy ,splitter =best,max_depth =20;0.41268422344422384;0.1490178108215332;DecisionTreeClassifier;10
