Acuracy;Parameter;TestFehle;name
0.6279768677069597;hidden_layer_sizes =(50,)activation = relusolver = lbfgs alpha =1e-05learning_rate=constantmomentum = 0.5;0.3720231322930403;MLPClassifier
0.6456660482378705;hidden_layer_sizes =(50,)activation = relusolver = lbfgs alpha =1e-05learning_rate=invscalingmomentum = 0.5;0.35433395176212945;MLPClassifier
0.6466703026417351;hidden_layer_sizes =(50,)activation = relusolver = lbfgs alpha =1e-05learning_rate=adaptivemomentum = 0.4;0.3533296973582649;MLPClassifier
0.6387756659092293;hidden_layer_sizes =(50,)activation = relusolver = lbfgs alpha =1e-05learning_rate=constantmomentum = 0.4;0.3612243340907707;MLPClassifier
0.6272092859397009;hidden_layer_sizes =(50,)activation = relusolver = lbfgs alpha =1e-05learning_rate=invscalingmomentum = 0.4;0.37279071406029907;MLPClassifier
0.6003563871024701;hidden_layer_sizes =(50,)activation = relusolver = lbfgs alpha =1e-05learning_rate=adaptivemomentum = 0.3;0.3996436128975299;MLPClassifier
0.6206111398678379;hidden_layer_sizes =(50,)activation = relusolver = lbfgs alpha =1e-05learning_rate=constantmomentum = 0.3;0.3793888601321621;MLPClassifier
0.6581995243573721;hidden_layer_sizes =(50,)activation = relusolver = lbfgs alpha =1e-05learning_rate=invscalingmomentum = 0.3;0.34180047564262794;MLPClassifier
0.6280738818673663;hidden_layer_sizes =(50,)activation = relusolver = lbfgs alpha =1e-05learning_rate=adaptivemomentum = 0.2;0.37192611813263365;MLPClassifier
0.6178249764799687;hidden_layer_sizes =(50,)activation = relusolver = lbfgs alpha =1e-05learning_rate=constantmomentum = 0.2;0.3821750235200313;MLPClassifier
0.609671393911766;hidden_layer_sizes =(50,)activation = relusolver = lbfgs alpha =1e-05learning_rate=invscalingmomentum = 0.2;0.39032860608823405;MLPClassifier
0.6330008243948726;hidden_layer_sizes =(50,)activation = relusolver = lbfgs alpha =1e-05learning_rate=adaptivemomentum = 0.1;0.3669991756051274;MLPClassifier
0.665894832405584;hidden_layer_sizes =(50,)activation = relusolver = lbfgs alpha =1e-05learning_rate=constantmomentum = 0.1;0.334105167594416;MLPClassifier
0.6329739644448009;hidden_layer_sizes =(50,)activation = relusolver = lbfgs alpha =1e-05learning_rate=invscalingmomentum = 0.1;0.3670260355551991;MLPClassifier
